Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes,Release Year,Profit,ROI
Serendipity,50255310.0,75294136.0,20331557.5,28000000.0,2001-10-05,pg-13,91.0,miramax,original screenplay,romantic comedy,contemporary fiction,peter chelsom,58.0,6.6,32014.0,2001.0,47294136.0,168.90762857142857
Saint Ralph,795126.0,795126.0,20331557.5,5200000.0,2005-08-05,pg-13,107.0,samuel goldwyn films,original screenplay,comedy,historical fiction,unknown,55.0,7.5,3492.0,2005.0,-4404874.0,-84.70911538461539
Shaolin Soccer,488872.0,42776032.0,20331557.5,10000000.0,2004-04-02,pg-13,107.0,miramax,original screenplay,comedy,unknown,stephen chow,91.0,6.4,15106.0,2004.0,32776032.0,327.76032000000004
Superstar,30628981.0,30628981.0,20331557.5,14000000.0,1999-10-08,pg-13,82.0,paramount pictures,based on tv,comedy,contemporary fiction,unknown,33.0,6.0,103.0,1999.0,16628981.0,118.77843571428572
Soul Survivors,3100650.0,4288246.0,20331557.5,14000000.0,2001-09-07,pg-13,107.0,artisan,original screenplay,horror,contemporary fiction,unknown,4.0,3.6,5116.0,2001.0,-9711754.0,-69.36967142857144
The Station Agent,5801558.0,7773824.0,20331557.5,500000.0,2003-10-03,r,107.0,miramax,original screenplay,drama,contemporary fiction,unknown,95.0,7.8,22274.0,2003.0,7273824.0,1454.7648000000002
Stay Alive,23086480.0,23187506.0,13333591.0,20000000.0,2006-03-24,pg-13,91.0,walt disney pictures,original screenplay,horror,contemporary fiction,unknown,9.0,4.5,13658.0,2006.0,3187506.0,15.937529999999999
Small Time Crooks,17266359.0,29934477.0,20331557.5,18000000.0,2000-05-19,pg,107.0,dreamworks skg,original screenplay,comedy,contemporary fiction,woody allen,66.0,6.5,15636.0,2000.0,11934477.0,66.30265
How Stella Got Her Groove Back,37672944.0,37672944.0,20331557.5,20000000.0,1998-08-14,r,124.0,20th century fox,based on book/short story,drama,contemporary fiction,unknown,49.0,5.1,3080.0,1998.0,17672944.0,88.36471999999999
Stepmom,91137662.0,119709917.0,20331557.5,50000000.0,1998-12-25,pg-13,127.0,sony/tristar,original screenplay,drama,contemporary fiction,chris columbus,43.0,6.2,18505.0,1998.0,69709917.0,139.419834
Stomp the Yard,61356221.0,76356221.0,33252252.0,14000000.0,2007-01-12,pg-13,113.0,sony/screen gems,original screenplay,drama,contemporary fiction,unknown,26.0,4.3,13737.0,2007.0,62356221.0,445.40157857142856
Stranger Than Fiction,40435190.0,45235190.0,30936711.0,30000000.0,2006-11-10,pg-13,112.0,sony pictures,original screenplay,comedy,contemporary fiction,marc forster,72.0,7.8,74218.0,2006.0,15235190.0,50.78396666666667
The Legend of Suriyothai,454255.0,454255.0,20331557.5,9000000.0,2003-06-20,r,107.0,unknown,unknown,unknown,unknown,unknown,55.0,6.4,15106.0,2003.0,-8545745.0,-94.95272222222222
Stick It,26910736.0,30399714.0,27642935.0,20000000.0,2006-04-28,pg-13,103.0,walt disney pictures,original screenplay,comedy,contemporary fiction,unknown,31.0,5.9,9556.0,2006.0,10399714.0,51.99857
Stigmata,50041732.0,89441732.0,20331557.5,32000000.0,1999-09-10,r,103.0,mgm,original screenplay,horror,contemporary fiction,rupert wainwright,22.0,6.0,29411.0,1999.0,57441732.0,179.5054125
A Stir of Echoes,21133087.0,21133087.0,20331557.5,12000000.0,1999-09-10,r,110.0,artisan,based on book/short story,thriller/suspense,contemporary fiction,david koepp,55.0,7.1,26752.0,1999.0,9133087.0,76.10905833333334
Street Kings,26415649.0,65589243.0,13420759.0,20000000.0,2008-04-11,r,107.0,fox searchlight,original screenplay,thriller/suspense,contemporary fiction,unknown,36.0,7.0,40291.0,2008.0,45589243.0,227.946215
Steamboy,468867.0,10468867.0,20331557.5,20000000.0,2005-03-18,pg-13,107.0,sony pictures,original screenplay,action,unknown,unknown,55.0,6.4,15106.0,2005.0,-9531133.0,-47.655665
The Statement,765637.0,1545064.0,20331557.5,27000000.0,2003-12-12,r,107.0,sony pictures,unknown,thriller/suspense,unknown,norman jewison,23.0,6.0,2735.0,2003.0,-25454936.0,-94.27754074074073
Stolen Summer,119841.0,119841.0,20331557.5,1500000.0,2002-03-22,pg,107.0,miramax,unknown,unknown,unknown,unknown,35.0,6.4,1733.0,2002.0,-1380159.0,-92.0106
Stop-Loss,10915744.0,11179472.0,4736139.0,25000000.0,2008-03-28,r,107.0,paramount pictures,based on real life events,drama,dramatization,kimberly peirce,55.0,6.5,9268.0,2008.0,-13820528.0,-55.282112000000005
The Story of Us,27100030.0,27100030.0,20331557.5,50000000.0,1999-10-15,r,74.0,universal,original screenplay,romantic comedy,contemporary fiction,rob reiner,28.0,5.6,10720.0,1999.0,-22899970.0,-45.79994
The Stepfather,29062561.0,29227561.0,6587798.0,20000000.0,2009-10-16,pg-13,107.0,sony/screen gems,remake,thriller/suspense,contemporary fiction,unknown,11.0,5.3,6263.0,2009.0,9227561.0,46.137805
State of Play,37017955.0,91445389.0,13578224.0,60000000.0,2009-04-17,pg-13,127.0,universal,based on tv,thriller/suspense,contemporary fiction,kevin macdonald,84.0,7.3,34067.0,2009.0,31445389.0,52.40898166666666
The Sisterhood of the Traveling Pants 2,44089964.0,44154645.0,15266725.0,27000000.0,2008-08-06,pg-13,111.0,warner bros.,based on book/short story,adventure,contemporary fiction,unknown,64.0,6.2,6557.0,2008.0,17154645.0,63.535722222222226
Sisterhood of the Traveling Pants,39053061.0,41560117.0,20331557.5,25000000.0,2005-06-01,pg,107.0,warner bros.,based on book/short story,drama,contemporary fiction,ken kwapis,55.0,6.4,15106.0,2005.0,16560117.0,66.24046799999999
Step Up,65328121.0,115328121.0,51317604.0,12000000.0,2006-08-11,pg-13,98.0,walt disney pictures,original screenplay,drama,contemporary fiction,anne fletcher,19.0,6.1,21691.0,2006.0,103328121.0,861.067675
The Straight Story,6197866.0,6197866.0,20331557.5,10000000.0,1999-10-15,g,107.0,walt disney pictures,based on real life events,drama,dramatization,david lynch,95.0,8.0,36265.0,1999.0,-3802134.0,-38.021339999999995
Star Trek: First Contact,92027888.0,150000000.0,20331557.5,46000000.0,1996-11-22,pg-13,111.0,paramount pictures,based on tv,adventure,science fiction,jonathan frakes,55.0,7.6,45106.0,1996.0,104000000.0,226.08695652173913
Star Trek: Insurrection,70187658.0,117800000.0,20331557.5,70000000.0,1998-12-11,pg,100.0,paramount pictures,based on tv,adventure,science fiction,jonathan frakes,55.0,6.4,26559.0,1998.0,47800000.0,68.28571428571428
Star Trek: Nemesis,43254409.0,67312826.0,20331557.5,60000000.0,2002-12-13,pg-13,117.0,paramount pictures,based on tv,adventure,science fiction,unknown,55.0,6.4,28449.0,2002.0,7312826.0,12.188043333333333
Alex Rider: Operation Stormbreaker,659210.0,9351567.0,20331557.5,40000000.0,2006-10-13,pg,107.0,weinstein co.,based on book/short story,action,contemporary fiction,unknown,55.0,6.4,15106.0,2006.0,-30648433.0,-76.6210825
The Strangers,52597610.0,80597610.0,15789825.0,9000000.0,2008-05-30,r,85.0,focus features,original screenplay,thriller/suspense,contemporary fiction,unknown,44.0,6.0,35078.0,2008.0,71597610.0,795.529
Super Troopers,18492362.0,23046142.0,20331557.5,3000000.0,2002-02-15,r,107.0,fox searchlight,original screenplay,comedy,contemporary fiction,jay chandrasekhar,55.0,6.8,29514.0,2002.0,20046142.0,668.2047333333334
Strangers with Candy,2072645.0,2077844.0,20331557.5,2000000.0,2006-06-28,r,107.0,thinkfilm,based on tv,comedy,contemporary fiction,unknown,55.0,5.9,4941.0,2006.0,77844.0,3.8922
Stuck On You,33832741.0,63537164.0,20331557.5,55000000.0,2003-12-12,pg-13,118.0,20th century fox,original screenplay,comedy,contemporary fiction,bobby farrelly,60.0,5.9,23196.0,2003.0,8537164.0,15.522116363636362
Step Up 2 the Streets,58017783.0,150017783.0,21801408.0,17500000.0,2008-02-14,pg-13,107.0,walt disney pictures,original screenplay,drama,contemporary fiction,unknown,25.0,5.6,20345.0,2008.0,132517783.0,757.2444742857143
Sunshine State,3064356.0,3064356.0,20331557.5,5600000.0,2002-06-21,pg-13,107.0,sony pictures classics,original screenplay,drama,contemporary fiction,john sayles,80.0,6.8,2769.0,2002.0,-2535644.0,-45.279357142857144
Summer of Sam,19288130.0,19288130.0,20331557.5,22000000.0,1999-07-02,r,142.0,walt disney pictures,based on real life events,drama,historical fiction,spike lee,50.0,6.5,18431.0,1999.0,-2711870.0,-12.326681818181818
Savage Grace,434417.0,968805.0,20331557.5,4600000.0,2008-05-28,,107.0,ifc films,based on book/short story,drama,dramatization,unknown,55.0,5.7,3838.0,2008.0,-3631195.0,-78.93902173913044
Sideways,71502303.0,109705641.0,20331557.5,17000000.0,2004-10-22,r,125.0,fox searchlight,based on book/short story,drama,contemporary fiction,alexander payne,97.0,7.8,69778.0,2004.0,92705641.0,545.3273
Shall We Dance?,57887882.0,118097882.0,20331557.5,40000000.0,2004-10-15,pg-13,106.0,miramax,remake,romantic comedy,contemporary fiction,peter chelsom,55.0,7.6,2192.0,2004.0,78097882.0,195.244705
Secret Window,47958031.0,92958031.0,20331557.5,40000000.0,2004-03-12,pg-13,96.0,sony pictures,based on book/short story,thriller/suspense,fantasy,david koepp,46.0,6.5,53868.0,2004.0,52958031.0,132.39507749999999
Swept Away,598645.0,598645.0,20331557.5,10000000.0,2002-10-11,r,107.0,sony pictures,remake,romantic comedy,contemporary fiction,guy ritchie,5.0,3.4,7665.0,2002.0,-9401355.0,-94.01355
Swimming Pool,10130108.0,22441323.0,20331557.5,7800000.0,2003-07-04,r,107.0,focus features,original screenplay,thriller/suspense,contemporary fiction,unknown,84.0,6.8,19992.0,2003.0,14641323.0,187.70926923076922
The Sidewalks of New York,2402459.0,3100834.0,20331557.5,1000000.0,2001-11-21,r,107.0,paramount vantage,original screenplay,comedy,contemporary fiction,edward burns,55.0,6.4,15106.0,2001.0,2100834.0,210.08339999999998
Swimfan,28563926.0,28563926.0,20331557.5,10000000.0,2002-09-06,pg-13,86.0,20th century fox,original screenplay,drama,contemporary fiction,unknown,15.0,4.6,9577.0,2002.0,18563926.0,185.63926
Sweet November,25288103.0,65754228.0,20331557.5,40000000.0,2001-02-16,pg-13,120.0,warner bros.,remake,drama,contemporary fiction,unknown,16.0,6.0,20891.0,2001.0,25754228.0,64.38557
Sydney White,11892415.0,12778631.0,6828112.0,16500000.0,2007-09-21,pg-13,107.0,universal,traditional/legend/fairytale,comedy,contemporary fiction,unknown,37.0,6.2,9309.0,2007.0,-3721369.0,-22.553751515151514
Switchback,6504442.0,6504442.0,20331557.5,38000000.0,1997-10-31,r,107.0,paramount pictures,original screenplay,action,contemporary fiction,unknown,32.0,6.1,5141.0,1997.0,-31495558.0,-82.88304736842105
Star Wars: The Clone Wars,35161554.0,68161554.0,22831563.0,8500000.0,2008-08-15,pg,98.0,warner bros.,original screenplay,adventure,science fiction,unknown,19.0,5.4,17513.0,2008.0,59661554.0,701.9006352941177
The Sweetest Thing,24430272.0,44633441.0,20331557.5,43000000.0,2002-04-12,r,107.0,sony pictures,original screenplay,romantic comedy,contemporary fiction,roger kumble,25.0,4.7,23378.0,2002.0,1633441.0,3.7987
Sex Drive,8402485.0,10412485.0,10245880.0,19000000.0,2008-10-17,r,107.0,summit entertainment,based on book/short story,comedy,contemporary fiction,unknown,46.0,6.8,26920.0,2008.0,-8587515.0,-45.19744736842105
Sexy Beast,6946056.0,6946056.0,20331557.5,4300000.0,2001-06-13,r,107.0,fox searchlight,original screenplay,drama,contemporary fiction,unknown,55.0,7.1,20916.0,2001.0,2646056.0,61.53618604651163
Chinjeolhan geumjassi,211667.0,23471871.0,20331557.5,4500000.0,2006-05-05,,107.0,tartan films,original screenplay,thriller/suspense,unknown,chan-wook park,55.0,7.7,19341.0,2006.0,18971871.0,421.5971333333333
"Synecdoche, New York",3081925.0,3081925.0,20331557.5,20000000.0,2008-10-24,r,107.0,sony pictures classics,original screenplay,drama,contemporary fiction,unknown,67.0,6.4,15106.0,2008.0,-16918075.0,-84.590375
Syriana,50824620.0,95024620.0,15415665.0,50000000.0,2005-11-23,r,126.0,warner bros.,based on book/short story,thriller/suspense,contemporary fiction,unknown,72.0,7.1,53265.0,2005.0,45024620.0,90.04924
Suspect Zero,8712564.0,8712564.0,20331557.5,27000000.0,2004-08-27,r,107.0,paramount pictures,original screenplay,thriller/suspense,contemporary fiction,e. elias merhige,18.0,5.8,9804.0,2004.0,-18287436.0,-67.73124444444446
Tadpole,2891288.0,3200241.0,20331557.5,150000.0,2002-07-19,pg-13,107.0,miramax,original screenplay,comedy,contemporary fiction,gary winick,78.0,6.1,3800.0,2002.0,3050241.0,2033.494
Tailor of Panama,13491653.0,27491653.0,20331557.5,18000000.0,2001-03-30,r,107.0,sony pictures,based on book/short story,thriller/suspense,historical fiction,john boorman,55.0,6.4,15106.0,2001.0,9491653.0,52.731405555555554
Take the Lead,34742066.0,65742066.0,21100670.0,30000000.0,2006-04-01,pg-13,107.0,new line,based on real life events,drama,dramatization,unknown,44.0,6.5,10015.0,2006.0,35742066.0,119.14022
The Talented Mr. Ripley,81292135.0,81292135.0,20331557.5,40000000.0,1999-12-25,r,139.0,paramount pictures,based on book/short story,drama,historical fiction,anthony minghella,82.0,7.2,63319.0,1999.0,41292135.0,103.23033749999999
Tarnation,592014.0,1162014.0,20331557.5,218.0,2004-10-06,,107.0,wellspring,based on real life events,documentary,factual,unknown,55.0,7.1,3847.0,2004.0,1161796.0,532933.9449541284
Taxman,9871.0,9871.0,20331557.5,3500000.0,1999-09-17,unknown,107.0,unknown,unknown,comedy,unknown,unknown,55.0,6.8,520.0,1999.0,-3490129.0,-99.71797142857143
Thunderbirds,6768055.0,28231444.0,20331557.5,55000000.0,2004-07-30,pg,107.0,universal,based on tv,adventure,science fiction,jonathan frakes,19.0,4.0,5397.0,2004.0,-26768556.0,-48.67010181818181
The Best Man,34102780.0,34572780.0,20331557.5,9000000.0,1999-10-22,r,120.0,universal,original screenplay,romantic comedy,contemporary fiction,malcolm d. lee,71.0,6.1,2019.0,1999.0,25572780.0,284.142
Book of Shadows: Blair Witch 2,26421314.0,47721314.0,20331557.5,15000000.0,2000-10-27,r,90.0,artisan,original screenplay,horror,contemporary fiction,unknown,55.0,4.0,16122.0,2000.0,32721314.0,218.14209333333335
The Cave,15007991.0,27147991.0,20331557.5,30000000.0,2005-08-26,pg-13,107.0,sony/screen gems,original screenplay,horror,science fiction,unknown,12.0,4.8,13025.0,2005.0,-2852009.0,-9.506696666666667
This Christmas,49121934.0,49778552.0,17922664.0,13000000.0,2007-11-21,pg-13,118.0,sony/screen gems,original screenplay,drama,contemporary fiction,unknown,55.0,5.4,3351.0,2007.0,36778552.0,282.91193846153845
The Thomas Crown Affair,69304264.0,124304264.0,20331557.5,48000000.0,1999-08-06,r,111.0,mgm,remake,drama,contemporary fiction,john mctiernan,67.0,6.7,37692.0,1999.0,76304264.0,158.96721666666667
The Damned United,449865.0,4054204.0,20331557.5,6400000.0,2009-10-09,r,97.0,sony pictures classics,based on factual book/article,drama,dramatization,tom hooper,94.0,7.5,7560.0,2009.0,-2345796.0,-36.6530625
The Tale of Despereaux,50877145.0,88717945.0,26233404.0,60000000.0,2008-12-19,g,93.0,universal,based on book/short story,adventure,kids fiction,sam fell,55.0,6.1,7460.0,2008.0,28717945.0,47.86324166666667
Team America: World Police,32774834.0,50274834.0,20331557.5,20000000.0,2004-10-15,r,98.0,paramount pictures,original screenplay,comedy,contemporary fiction,trey parker,55.0,7.3,58763.0,2004.0,30274834.0,151.37417
Tea with Mussolini,14395874.0,14395874.0,20331557.5,14000000.0,1999-05-14,pg,116.0,mgm,based on real life events,drama,dramatization,franco zeffirelli,67.0,6.7,5435.0,1999.0,395874.0,2.8276714285714286
Tears of the Sun,43632458.0,85632458.0,20331557.5,75000000.0,2003-03-07,r,121.0,sony pictures,original screenplay,action,contemporary fiction,antoine fuqua,34.0,6.4,34304.0,2003.0,10632458.0,14.176610666666667
The Big Tease,185577.0,185577.0,20331557.5,4000000.0,2000-01-28,r,107.0,warner bros.,original screenplay,comedy,unknown,unknown,55.0,6.1,1610.0,2000.0,-3814423.0,-95.360575
Not Another Teen Movie,37882551.0,62401343.0,20331557.5,15000000.0,2001-12-14,r,89.0,sony pictures,original screenplay,comedy,contemporary fiction,unknown,28.0,5.5,36678.0,2001.0,47401343.0,316.0089533333333
Teeth,347578.0,2300349.0,20331557.5,2000000.0,2008-01-18,r,107.0,roadside attractions,original screenplay,comedy,fantasy,unknown,55.0,5.5,18.0,2008.0,300349.0,15.017449999999998
Bridge to Terabithia,82234139.0,136934139.0,41383048.0,25000000.0,2007-02-16,pg,95.0,walt disney pictures,based on book/short story,drama,fantasy,unknown,85.0,7.4,34482.0,2007.0,111934139.0,447.736556
"The Goods: Live Hard, Sell Hard",15122676.0,15122676.0,20331557.5,10000000.0,2009-08-14,r,89.0,paramount vantage,original screenplay,comedy,contemporary fiction,neal brennan,26.0,6.4,15106.0,2009.0,5122676.0,51.226760000000006
The Greatest Game Ever Played,15331289.0,15425073.0,37687804.0,25000000.0,2005-09-30,pg,107.0,walt disney pictures,based on book/short story,drama,dramatization,bill paxton,62.0,7.3,7876.0,2005.0,-9574927.0,-38.299707999999995
The Ghost Writer,15541549.0,63241549.0,3354366.0,45000000.0,2010-02-19,pg-13,107.0,summit entertainment,based on book/short story,thriller/suspense,contemporary fiction,roman polanski,84.0,7.6,22875.0,2010.0,18241549.0,40.53677555555556
Joheunnom nabbeunnom isanghannom,128486.0,42226657.0,20331557.5,10000000.0,2010-04-23,unknown,107.0,unknown,original screenplay,action,historical fiction,unknown,55.0,7.4,5548.0,2010.0,32226657.0,322.26657
The Beach,39778599.0,39778599.0,20331557.5,50000000.0,2000-02-11,r,119.0,20th century fox,based on book/short story,drama,contemporary fiction,danny boyle,19.0,4.5,229.0,2000.0,-10221401.0,-20.442802
The Box,15051977.0,26341896.0,3907625.0,25000000.0,2009-11-06,pg-13,107.0,warner bros.,based on book/short story,thriller/suspense,fantasy,richard kelly,45.0,6.8,418.0,2009.0,1341896.0,5.367584
The Wild Thornberrys,40108697.0,60694737.0,20331557.5,25000000.0,2002-12-20,pg,85.0,paramount pictures,based on tv,adventure,kids fiction,unknown,55.0,6.7,1104.0,2002.0,35694737.0,142.77894799999999
Bug,7006708.0,7006708.0,1251654.0,4000000.0,2007-05-25,r,107.0,lionsgate,based on play,drama,contemporary fiction,william friedkin,55.0,6.0,14164.0,2007.0,3006708.0,75.16770000000001
They,12840842.0,12840842.0,20331557.5,17000000.0,2002-11-27,pg-13,107.0,miramax/dimension,original screenplay,horror,contemporary fiction,unknown,37.0,4.6,6550.0,2002.0,-4159158.0,-24.465635294117646
The Eye,31418697.0,56706727.0,12319404.0,12000000.0,2008-02-01,pg-13,107.0,lionsgate,remake,thriller/suspense,fantasy,unknown,22.0,5.3,17304.0,2008.0,44706727.0,372.55605833333334
The Thin Red Line,36400491.0,36400491.0,20331557.5,52000000.0,1998-12-23,r,166.0,20th century fox,based on book/short story,drama,dramatization,terrence malick,78.0,7.5,60966.0,1998.0,-15599509.0,-29.99905576923077
The Kid,69688384.0,69688384.0,20331557.5,65000000.0,2000-07-07,pg,104.0,walt disney pictures,original screenplay,comedy,contemporary fiction,jon turteltaub,49.0,5.9,14927.0,2000.0,4688384.0,7.212898461538461
The Man,8330720.0,10393696.0,20331557.5,20000000.0,2005-09-09,pg-13,107.0,new line,original screenplay,comedy,contemporary fiction,les mayfield,11.0,5.4,9356.0,2005.0,-9606304.0,-48.03152
House on Haunted Hill,40846082.0,40846082.0,20331557.5,19000000.0,1999-10-29,r,96.0,warner bros.,original screenplay,horror,contemporary fiction,william malone,25.0,5.2,22795.0,1999.0,21846082.0,114.97937894736843
The One,43905746.0,43905746.0,20331557.5,49000000.0,2001-11-02,pg-13,87.0,sony pictures,original screenplay,action,science fiction,james wong,13.0,5.6,24416.0,2001.0,-5094254.0,-10.396436734693877
Gwoemul,2201923.0,89006691.0,20331557.5,12000000.0,2007-03-09,r,107.0,magnolia pictures,original screenplay,action,science fiction,unknown,55.0,7.1,26783.0,2007.0,77006691.0,641.722425
Thr3e,1008849.0,1060418.0,20331557.5,2400000.0,2007-01-05,pg-13,107.0,the bigger picture,based on book/short story,thriller/suspense,contemporary fiction,unknown,5.0,5.0,2825.0,2007.0,-1339582.0,-55.815916666666666
Three to Tango,10570375.0,10570375.0,20331557.5,20000000.0,1999-10-22,pg-13,107.0,warner bros.,original screenplay,romantic comedy,contemporary fiction,unknown,28.0,5.8,11148.0,1999.0,-9429625.0,-47.148125
The Thirteenth Floor,11810854.0,11810854.0,20331557.5,16000000.0,1999-05-28,r,107.0,sony pictures,based on book/short story,thriller/suspense,science fiction,unknown,28.0,6.7,19939.0,1999.0,-4189146.0,-26.1821625
The Tuxedo,50586000.0,50586000.0,20331557.5,60000000.0,2002-09-27,pg-13,99.0,dreamworks skg,original screenplay,action,science fiction,unknown,22.0,5.0,19370.0,2002.0,-9414000.0,-15.690000000000001
The Tigger Movie,4554533.0,55159800.0,20331557.5,20000000.0,2000-02-11,g,77.0,walt disney pictures,spin-off,adventure,kids fiction,unknown,61.0,6.0,2986.0,2000.0,35159800.0,175.799
Thirteen,4601043.0,6302406.0,20331557.5,2000000.0,2003-08-20,r,107.0,fox searchlight,original screenplay,drama,contemporary fiction,catherine hardwicke,55.0,7.0,31482.0,2003.0,4302406.0,215.12030000000001
Titan A.E.,22751979.0,36751979.0,20331557.5,75000000.0,2000-06-16,pg,95.0,20th century fox,original screenplay,adventure,science fiction,don bluth,51.0,6.4,22286.0,2000.0,-38248021.0,-50.99736133333334
The Kids Are All Right,20553799.0,20553799.0,20331557.5,4000000.0,2010-07-09,r,107.0,focus features,original screenplay,comedy,contemporary fiction,unknown,96.0,7.8,3093.0,2010.0,16553799.0,413.84497500000003
Tomcats,13558739.0,13558739.0,20331557.5,11000000.0,2001-03-30,r,107.0,sony pictures,original screenplay,comedy,contemporary fiction,unknown,15.0,4.9,9505.0,2001.0,2558739.0,23.261263636363637
The Mist,25593755.0,54777490.0,29059367.0,13000000.0,2007-11-21,r,127.0,mgm,based on book/short story,horror,science fiction,frank darabont,73.0,7.4,76830.0,2007.0,41777490.0,321.36530769230774
TMNT,54149098.0,95009888.0,30836109.0,35000000.0,2007-03-23,pg,88.0,warner bros.,based on comic/graphic novel,action,science fiction,unknown,55.0,6.6,26178.0,2007.0,60009888.0,171.45682285714287
The Royal Tenenbaums,52353636.0,71430876.0,20331557.5,28000000.0,2001-12-14,r,110.0,walt disney pictures,original screenplay,black comedy,contemporary fiction,wes anderson,79.0,7.6,82349.0,2001.0,43430876.0,155.11027142857142
Topsy Turvy,6201757.0,6201757.0,20331557.5,20000000.0,1999-12-17,r,107.0,usa films,based on real life events,musical,dramatization,mike leigh,55.0,7.1,6215.0,1999.0,-13798243.0,-68.991215
Torque,21176322.0,46176322.0,20331557.5,40000000.0,2004-01-16,pg-13,107.0,warner bros.,original screenplay,action,contemporary fiction,unknown,23.0,3.5,12986.0,2004.0,6176322.0,15.440805
The Town,30980607.0,33180607.0,20331557.5,37000000.0,2010-09-17,r,123.0,warner bros.,based on book/short story,drama,contemporary fiction,ben affleck,84.0,8.7,493.0,2010.0,-3819393.0,-10.322683783783784
Training Day,76261036.0,104505362.0,20331557.5,45000000.0,2001-10-05,r,122.0,warner bros.,original screenplay,drama,contemporary fiction,antoine fuqua,72.0,7.6,82057.0,2001.0,59505362.0,132.23413777777776
Traitor,23530831.0,27664173.0,13547082.0,22000000.0,2008-08-27,pg-13,113.0,overture films,original screenplay,thriller/suspense,contemporary fiction,unknown,61.0,7.1,22468.0,2008.0,5664173.0,25.74624090909091
Trapped,6916869.0,6916869.0,20331557.5,30000000.0,2002-09-20,r,107.0,sony pictures,based on book/short story,thriller/suspense,contemporary fiction,unknown,18.0,6.0,10685.0,2002.0,-23083131.0,-76.94377
Trippin',9017070.0,9017070.0,20331557.5,3000000.0,1999-05-12,r,107.0,october films,original screenplay,comedy,contemporary fiction,unknown,8.0,4.6,673.0,1999.0,6017070.0,200.569
Transamerica,9015303.0,15151744.0,3927958.0,1000000.0,2005-12-02,r,107.0,weinstein co.,original screenplay,drama,contemporary fiction,unknown,76.0,7.6,19343.0,2005.0,14151744.0,1415.1744
The Transporter 2,43095856.0,85095856.0,20331557.5,32000000.0,2005-09-02,pg-13,107.0,20th century fox,original screenplay,action,contemporary fiction,louis leterrier,55.0,6.6,51005.0,2005.0,53095856.0,165.92454999999998
The Transporter,25296447.0,43928932.0,20331557.5,21000000.0,2002-10-11,pg-13,92.0,20th century fox,original screenplay,action,contemporary fiction,corey yuen,53.0,6.6,51005.0,2002.0,22928932.0,109.18539047619046
The Road,8114270.0,23914270.0,6599387.0,25000000.0,2009-11-25,r,107.0,weinstein co.,based on book/short story,drama,science fiction,unknown,75.0,7.5,39124.0,2009.0,-1085730.0,-4.34292
Ta Ra Rum Pum,872643.0,9443864.0,20331557.5,7400000.0,2007-04-27,,107.0,yash raj films,original screenplay,comedy,contemporary fiction,unknown,67.0,5.1,1051.0,2007.0,2043864.0,27.619783783783785
Trust the Man,1530535.0,2548378.0,20331557.5,9000000.0,2006-08-18,r,107.0,fox searchlight,original screenplay,comedy,contemporary fiction,unknown,27.0,5.8,5262.0,2006.0,-6451622.0,-71.68468888888889
Where the Truth Lies,872142.0,1415656.0,20331557.5,25000000.0,2005-10-14,,107.0,thinkfilm,based on book/short story,drama,unknown,atom egoyan,41.0,6.6,8951.0,2005.0,-23584344.0,-94.33737599999999
The Secret in Their Eyes,6374789.0,6374789.0,20331557.5,3500000.0,2010-04-16,r,107.0,sony pictures classics,unknown,drama,unknown,unknown,55.0,6.4,15106.0,2010.0,2874789.0,82.13682857142857
Tsotsi,2912606.0,9879971.0,20331557.5,3000000.0,2006-02-24,r,107.0,miramax,based on book/short story,drama,contemporary fiction,gavin hood,55.0,7.4,13167.0,2006.0,6879971.0,229.33236666666667
Teacher's Pet: The Movie,6491969.0,6491969.0,20331557.5,10000000.0,2004-01-16,pg,107.0,walt disney pictures,based on tv,comedy,kids fiction,unknown,55.0,6.4,15106.0,2004.0,-3508031.0,-35.08031
The Time Traveler's Wife,63414846.0,98666635.0,19814283.0,39000000.0,2009-08-14,pg-13,107.0,warner bros.,based on book/short story,drama,science fiction,unknown,37.0,7.1,23908.0,2009.0,59666635.0,152.99137179487178
The Touch,0.0,5918742.0,20331557.5,20000000.0,2004-03-31,pg-13,107.0,miramax,unknown,unknown,unknown,unknown,55.0,4.5,1031.0,2004.0,-14081258.0,-70.40629
Tuck Everlasting,19161999.0,19344615.0,20331557.5,15000000.0,2002-10-11,pg,107.0,walt disney pictures,based on book/short story,drama,kids fiction,jay russell,61.0,6.5,6639.0,2002.0,4344615.0,28.9641
Thumbsucker,1328679.0,1919197.0,20331557.5,4000000.0,2005-09-16,r,107.0,sony pictures classics,based on book/short story,comedy,contemporary fiction,unknown,70.0,6.7,12109.0,2005.0,-2080803.0,-52.020075
Turbulence,11532774.0,11532774.0,20331557.5,55000000.0,1997-01-10,r,107.0,mgm,original screenplay,thriller/suspense,contemporary fiction,unknown,17.0,4.5,5147.0,1997.0,-43467226.0,-79.03132000000001
Turistas,7027762.0,14321070.0,3507046.0,10000000.0,2006-12-01,r,89.0,20th century fox,original screenplay,thriller/suspense,contemporary fiction,unknown,55.0,6.9,83.0,2006.0,4321070.0,43.2107
The Wash,10097096.0,10097096.0,20331557.5,4000000.0,2001-11-14,r,107.0,lionsgate,original screenplay,comedy,contemporary fiction,unknown,8.0,3.6,3095.0,2001.0,6097096.0,152.42739999999998
